
CondaError: Run 'conda init' before 'conda activate'

[GPU 3] Subsets 13-16 (4 tasks)

>>>>>>>>>> [GPU 3] (1/4) recode-waste-czvmg-fsod-yxsw <<<<<<<<<<
/home/chenzhigang/anaconda3/envs/sam3/lib/python3.12/site-packages/torch/backends/__init__.py:46: UserWarning: Please use the new API settings to control TF32 behavior, such as torch.backends.cudnn.conv.fp32_precision = 'tf32' or torch.backends.cuda.matmul.fp32_precision = 'ieee'. Old settings, e.g, torch.backends.cuda.matmul.allow_tf32 = True, torch.backends.cudnn.allow_tf32 = True, allowTF32CuDNN() and allowTF32CuBLAS() will be deprecated after Pytorch 2.9. Please see https://pytorch.org/docs/main/notes/cuda.html#tensorfloat-32-tf32-on-ampere-and-later-devices (Triggered internally at /pytorch/aten/src/ATen/Context.cpp:80.)
  self.setter(val)
17:39:43 [INFO] ============================================================
17:39:43 [INFO] RF20VL Few-Shot Object Detection — Inference
17:39:43 [INFO] ============================================================
17:39:43 [INFO] Arguments: {'data_path': './data', 'split': 'test', 'subset': 'recode-waste-czvmg-fsod-yxsw', 'device': 'cuda', 'nms_iou': 0.8, 'output_json': None, 'debug': False, 'no_vis': False}
17:39:43 [INFO] Loading Sam3Segmenter on cuda ...
17:40:04 [INFO] Model loaded in 21.42 s
17:40:04 [INFO] Found 1 subset(s): ['recode-waste-czvmg-fsod-yxsw']
17:40:05 [INFO] Dataset loaded: subset=recode-waste-czvmg-fsod-yxsw, samples=1421, categories={1: 'aggregate', 2: 'cardboard', 3: 'hard plastic', 4: 'metal', 5: 'soft plastic', 6: 'timber'} (0.34 s)
17:40:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 1/1421 | category=aggregate | supports=2 | candidates=49 | visual=60 tv=60 text=0 | 6.27 s
17:50:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 149/1421 | category=aggregate | supports=2 | candidates=29 | visual=37 tv=35 text=0 | 3.92 s
17:50:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 150/1421 | category=aggregate | supports=2 | candidates=34 | visual=35 tv=34 text=0 | 4.30 s
17:50:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 151/1421 | category=aggregate | supports=2 | candidates=25 | visual=28 tv=30 text=0 | 3.61 s
17:50:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 152/1421 | category=aggregate | supports=2 | candidates=32 | visual=37 tv=36 text=0 | 4.15 s
17:51:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 153/1421 | category=aggregate | supports=2 | candidates=41 | visual=46 tv=45 text=0 | 4.88 s
17:51:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 154/1421 | category=aggregate | supports=2 | candidates=34 | visual=37 tv=36 text=0 | 4.38 s
17:51:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 155/1421 | category=aggregate | supports=2 | candidates=24 | visual=26 tv=26 text=0 | 3.61 s
17:51:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 156/1421 | category=aggregate | supports=2 | candidates=21 | visual=23 tv=27 text=0 | 3.39 s
17:51:18 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 157/1421 | category=aggregate | supports=2 | candidates=22 | visual=28 tv=27 text=0 | 3.44 s
17:51:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 158/1421 | category=aggregate | supports=2 | candidates=24 | visual=28 tv=27 text=0 | 3.60 s
17:51:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 159/1421 | category=aggregate | supports=2 | candidates=35 | visual=42 tv=41 text=0 | 4.39 s
17:51:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 160/1421 | category=aggregate | supports=2 | candidates=41 | visual=43 tv=42 text=0 | 4.81 s
17:51:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 161/1421 | category=aggregate | supports=2 | candidates=40 | visual=44 tv=43 text=0 | 4.74 s
17:51:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 162/1421 | category=aggregate | supports=2 | candidates=33 | visual=40 tv=41 text=0 | 4.22 s
17:51:44 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 163/1421 | category=aggregate | supports=2 | candidates=23 | visual=25 tv=27 text=0 | 3.48 s
17:51:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 164/1421 | category=aggregate | supports=2 | candidates=33 | visual=34 tv=37 text=0 | 4.18 s
17:51:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 165/1421 | category=aggregate | supports=2 | candidates=26 | visual=35 tv=34 text=0 | 3.69 s
17:51:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 166/1421 | category=aggregate | supports=2 | candidates=45 | visual=53 tv=54 text=0 | 5.12 s
17:52:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 167/1421 | category=aggregate | supports=2 | candidates=28 | visual=38 tv=36 text=0 | 3.85 s
17:52:05 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 168/1421 | category=aggregate | supports=2 | candidates=36 | visual=38 tv=39 text=0 | 4.43 s
17:52:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 169/1421 | category=aggregate | supports=2 | candidates=32 | visual=39 tv=40 text=0 | 4.13 s
17:52:14 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 170/1421 | category=aggregate | supports=2 | candidates=33 | visual=38 tv=37 text=0 | 4.21 s
17:52:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 171/1421 | category=aggregate | supports=2 | candidates=27 | visual=28 tv=28 text=0 | 3.75 s
17:52:21 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 172/1421 | category=aggregate | supports=2 | candidates=27 | visual=32 tv=32 text=0 | 3.77 s
17:52:25 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 173/1421 | category=aggregate | supports=2 | candidates=26 | visual=32 tv=30 text=0 | 3.69 s
17:52:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 174/1421 | category=aggregate | supports=2 | candidates=27 | visual=35 tv=35 text=0 | 3.77 s
17:52:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 175/1421 | category=aggregate | supports=2 | candidates=28 | visual=28 tv=29 text=0 | 3.84 s
17:52:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 176/1421 | category=aggregate | supports=2 | candidates=22 | visual=24 tv=24 text=0 | 3.40 s
17:52:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 177/1421 | category=aggregate | supports=2 | candidates=34 | visual=41 tv=40 text=0 | 4.30 s
17:52:44 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 178/1421 | category=aggregate | supports=2 | candidates=24 | visual=25 tv=25 text=0 | 3.60 s
17:52:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 179/1421 | category=aggregate | supports=2 | candidates=20 | visual=24 tv=22 text=0 | 3.34 s
17:52:51 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 180/1421 | category=aggregate | supports=2 | candidates=25 | visual=29 tv=28 text=0 | 3.67 s
17:52:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 181/1421 | category=aggregate | supports=2 | candidates=32 | visual=35 tv=37 text=0 | 4.24 s
17:53:00 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 182/1421 | category=aggregate | supports=2 | candidates=38 | visual=37 tv=38 text=0 | 4.68 s
17:53:05 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 183/1421 | category=aggregate | supports=2 | candidates=41 | visual=46 tv=48 text=0 | 4.84 s
17:53:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 184/1421 | category=aggregate | supports=2 | candidates=40 | visual=40 tv=43 text=0 | 4.74 s
17:53:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 185/1421 | category=aggregate | supports=2 | candidates=53 | visual=59 tv=57 text=0 | 5.71 s
17:53:19 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 186/1421 | category=aggregate | supports=2 | candidates=15 | visual=19 tv=18 text=0 | 2.89 s
17:53:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 187/1421 | category=aggregate | supports=2 | candidates=23 | visual=33 tv=32 text=0 | 3.53 s
17:53:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 188/1421 | category=aggregate | supports=2 | candidates=35 | visual=43 tv=42 text=0 | 4.41 s
17:53:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 189/1421 | category=aggregate | supports=2 | candidates=25 | visual=28 tv=28 text=0 | 3.67 s
17:53:35 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 190/1421 | category=aggregate | supports=2 | candidates=36 | visual=39 tv=38 text=0 | 4.51 s
17:53:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 191/1421 | category=aggregate | supports=2 | candidates=42 | visual=49 tv=49 text=0 | 4.99 s
17:53:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 192/1421 | category=aggregate | supports=2 | candidates=40 | visual=43 tv=42 text=0 | 4.86 s
17:53:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 193/1421 | category=aggregate | supports=2 | candidates=18 | visual=22 tv=21 text=0 | 3.13 s
17:53:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 194/1421 | category=aggregate | supports=2 | candidates=46 | visual=49 tv=48 text=0 | 5.31 s
17:53:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 195/1421 | category=aggregate | supports=2 | candidates=24 | visual=27 tv=28 text=0 | 3.59 s
17:54:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 196/1421 | category=aggregate | supports=2 | candidates=45 | visual=56 tv=53 text=0 | 5.22 s
17:54:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 197/1421 | category=aggregate | supports=2 | candidates=43 | visual=46 tv=45 text=0 | 5.08 s
17:54:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 198/1421 | category=aggregate | supports=2 | candidates=31 | visual=38 tv=36 text=0 | 4.18 s
17:54:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 199/1421 | category=aggregate | supports=2 | candidates=37 | visual=39 tv=39 text=0 | 4.58 s
17:54:20 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 200/1421 | category=aggregate | supports=2 | candidates=27 | visual=32 tv=29 text=0 | 3.84 s
17:54:24 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 201/1421 | category=aggregate | supports=2 | candidates=30 | visual=32 tv=33 text=0 | 4.09 s
17:54:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 202/1421 | category=aggregate | supports=2 | candidates=32 | visual=35 tv=35 text=0 | 4.20 s
17:54:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 203/1421 | category=aggregate | supports=2 | candidates=46 | visual=51 tv=47 text=0 | 5.30 s
17:54:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 204/1421 | category=aggregate | supports=2 | candidates=46 | visual=49 tv=47 text=0 | 5.28 s
17:54:44 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 205/1421 | category=aggregate | supports=2 | candidates=42 | visual=46 tv=47 text=0 | 5.00 s
17:54:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 206/1421 | category=aggregate | supports=2 | candidates=44 | visual=50 tv=48 text=0 | 5.15 s
17:54:54 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 207/1421 | category=aggregate | supports=2 | candidates=31 | visual=36 tv=34 text=0 | 4.12 s
17:54:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 208/1421 | category=aggregate | supports=2 | candidates=38 | visual=43 tv=40 text=0 | 4.67 s
17:55:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 209/1421 | category=aggregate | supports=2 | candidates=44 | visual=51 tv=49 text=0 | 5.13 s
17:55:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 210/1421 | category=aggregate | supports=2 | candidates=33 | visual=42 tv=39 text=0 | 4.27 s
17:55:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 211/1421 | category=aggregate | supports=2 | candidates=34 | visual=42 tv=38 text=0 | 4.34 s
17:55:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 212/1421 | category=aggregate | supports=2 | candidates=36 | visual=38 tv=38 text=0 | 4.50 s
17:55:21 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 213/1421 | category=aggregate | supports=2 | candidates=35 | visual=42 tv=40 text=0 | 4.45 s
17:55:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 214/1421 | category=aggregate | supports=2 | candidates=41 | visual=44 tv=43 text=0 | 4.89 s
17:55:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 215/1421 | category=aggregate | supports=2 | candidates=41 | visual=49 tv=49 text=0 | 4.90 s
17:55:35 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 216/1421 | category=aggregate | supports=2 | candidates=23 | visual=24 tv=24 text=0 | 3.50 s
17:55:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 217/1421 | category=aggregate | supports=2 | candidates=35 | visual=41 tv=41 text=0 | 4.43 s
17:55:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 218/1421 | category=aggregate | supports=2 | candidates=31 | visual=35 tv=33 text=0 | 4.11 s
17:55:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 219/1421 | category=aggregate | supports=2 | candidates=42 | visual=52 tv=48 text=0 | 4.97 s
17:55:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 220/1421 | category=aggregate | supports=2 | candidates=27 | visual=30 tv=33 text=0 | 3.80 s
17:55:55 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 221/1421 | category=aggregate | supports=2 | candidates=20 | visual=26 tv=24 text=0 | 3.29 s
17:56:00 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 222/1421 | category=aggregate | supports=2 | candidates=31 | visual=33 tv=33 text=0 | 4.11 s
17:56:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 223/1421 | category=aggregate | supports=2 | candidates=29 | visual=34 tv=33 text=0 | 3.95 s
17:56:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 224/1421 | category=aggregate | supports=2 | candidates=33 | visual=32 tv=37 text=0 | 4.27 s
17:56:13 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 225/1421 | category=aggregate | supports=2 | candidates=45 | visual=50 tv=49 text=0 | 5.19 s
17:56:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 226/1421 | category=aggregate | supports=2 | candidates=25 | visual=29 tv=29 text=0 | 3.65 s
17:56:21 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 227/1421 | category=aggregate | supports=2 | candidates=29 | visual=35 tv=34 text=0 | 4.01 s
17:56:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 228/1421 | category=aggregate | supports=2 | candidates=45 | visual=48 tv=48 text=0 | 5.21 s
17:56:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 229/1421 | category=aggregate | supports=2 | candidates=28 | visual=37 tv=33 text=0 | 3.89 s
17:56:34 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 230/1421 | category=aggregate | supports=2 | candidates=29 | visual=37 tv=36 text=0 | 3.98 s
17:56:39 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 231/1421 | category=aggregate | supports=2 | candidates=39 | visual=41 tv=40 text=0 | 4.75 s
17:56:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 232/1421 | category=aggregate | supports=2 | candidates=28 | visual=34 tv=32 text=0 | 3.90 s
17:56:47 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 233/1421 | category=aggregate | supports=2 | candidates=26 | visual=27 tv=27 text=0 | 3.76 s
17:56:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 234/1421 | category=aggregate | supports=2 | candidates=50 | visual=57 tv=54 text=0 | 5.62 s
17:56:56 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 235/1421 | category=aggregate | supports=2 | candidates=30 | visual=31 tv=30 text=0 | 4.04 s
17:57:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 236/1421 | category=aggregate | supports=2 | candidates=39 | visual=42 tv=42 text=0 | 4.73 s
17:57:05 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 237/1421 | category=aggregate | supports=2 | candidates=27 | visual=32 tv=31 text=0 | 3.82 s
17:57:08 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 238/1421 | category=aggregate | supports=2 | candidates=20 | visual=25 tv=25 text=0 | 3.28 s
17:57:12 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 239/1421 | category=aggregate | supports=2 | candidates=26 | visual=37 tv=34 text=0 | 3.76 s
17:57:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 240/1421 | category=aggregate | supports=2 | candidates=38 | visual=38 tv=38 text=0 | 4.66 s
17:57:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 241/1421 | category=aggregate | supports=2 | candidates=39 | visual=42 tv=42 text=0 | 4.72 s
17:57:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 242/1421 | category=aggregate | supports=2 | candidates=35 | visual=39 tv=38 text=0 | 4.41 s
17:57:30 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 243/1421 | category=aggregate | supports=2 | candidates=31 | visual=32 tv=31 text=0 | 4.12 s
17:57:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 244/1421 | category=aggregate | supports=2 | candidates=49 | visual=54 tv=53 text=0 | 5.47 s
17:57:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 245/1421 | category=aggregate | supports=2 | candidates=44 | visual=46 tv=46 text=0 | 5.11 s
17:57:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 246/1421 | category=aggregate | supports=2 | candidates=26 | visual=30 tv=28 text=0 | 3.73 s
17:57:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 247/1421 | category=aggregate | supports=2 | candidates=31 | visual=36 tv=34 text=0 | 4.13 s
17:57:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 248/1421 | category=aggregate | supports=2 | candidates=30 | visual=35 tv=34 text=0 | 4.04 s
17:57:58 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 249/1421 | category=aggregate | supports=2 | candidates=45 | visual=55 tv=50 text=0 | 5.21 s
17:58:03 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 250/1421 | category=aggregate | supports=2 | candidates=35 | visual=36 tv=37 text=0 | 4.42 s
17:58:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 251/1421 | category=aggregate | supports=2 | candidates=22 | visual=31 tv=27 text=0 | 3.44 s
17:58:10 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 252/1421 | category=cardboard | supports=5 | candidates=18 | visual=40 tv=39 text=8 | 4.00 s
17:58:15 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 253/1421 | category=cardboard | supports=5 | candidates=24 | visual=30 tv=29 text=9 | 4.45 s
17:58:19 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 254/1421 | category=cardboard | supports=5 | candidates=19 | visual=26 tv=26 text=3 | 4.08 s
17:58:23 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 255/1421 | category=cardboard | supports=5 | candidates=18 | visual=22 tv=22 text=8 | 4.00 s
17:58:29 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 256/1421 | category=cardboard | supports=5 | candidates=38 | visual=41 tv=42 text=0 | 5.50 s
17:58:33 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 257/1421 | category=cardboard | supports=5 | candidates=22 | visual=38 tv=38 text=11 | 4.31 s
17:58:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 258/1421 | category=cardboard | supports=5 | candidates=18 | visual=22 tv=20 text=10 | 4.01 s
17:58:43 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 259/1421 | category=cardboard | supports=5 | candidates=39 | visual=43 tv=44 text=8 | 5.61 s
17:58:48 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 260/1421 | category=cardboard | supports=5 | candidates=28 | visual=29 tv=29 text=7 | 4.75 s
17:58:52 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 261/1421 | category=cardboard | supports=5 | candidates=15 | visual=15 tv=15 text=6 | 3.77 s
17:58:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 262/1421 | category=cardboard | supports=5 | candidates=32 | visual=44 tv=41 text=3 | 5.03 s
17:59:01 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 263/1421 | category=cardboard | supports=5 | candidates=28 | visual=44 tv=44 text=2 | 4.74 s
17:59:06 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 264/1421 | category=cardboard | supports=5 | candidates=18 | visual=20 tv=20 text=7 | 3.97 s
17:59:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 265/1421 | category=cardboard | supports=5 | candidates=40 | visual=51 tv=49 text=2 | 5.64 s
17:59:16 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 266/1421 | category=cardboard | supports=5 | candidates=30 | visual=37 tv=39 text=9 | 4.88 s
17:59:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 267/1421 | category=cardboard | supports=5 | candidates=35 | visual=35 tv=36 text=11 | 5.25 s
17:59:26 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 268/1421 | category=cardboard | supports=5 | candidates=22 | visual=27 tv=25 text=5 | 4.30 s
17:59:31 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 269/1421 | category=cardboard | supports=5 | candidates=27 | visual=27 tv=27 text=14 | 4.67 s
17:59:36 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 270/1421 | category=cardboard | supports=5 | candidates=28 | visual=32 tv=33 text=9 | 4.77 s
17:59:40 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 271/1421 | category=cardboard | supports=5 | candidates=28 | visual=36 tv=35 text=12 | 4.77 s
17:59:45 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 272/1421 | category=cardboard | supports=5 | candidates=19 | visual=40 tv=39 text=5 | 4.08 s
17:59:49 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 273/1421 | category=cardboard | supports=5 | candidates=17 | visual=18 tv=18 text=2 | 3.93 s
17:59:53 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 274/1421 | category=cardboard | supports=5 | candidates=19 | visual=21 tv=21 text=2 | 4.07 s
17:59:57 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 275/1421 | category=cardboard | supports=5 | candidates=18 | visual=20 tv=20 text=4 | 4.00 s
18:00:02 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 276/1421 | category=cardboard | supports=5 | candidates=38 | visual=49 tv=47 text=1 | 5.53 s
18:00:07 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 277/1421 | category=cardboard | supports=5 | candidates=25 | visual=30 tv=26 text=2 | 4.54 s
18:00:11 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 278/1421 | category=cardboard | supports=5 | candidates=22 | visual=25 tv=25 text=3 | 4.29 s
18:00:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 279/1421 | category=cardboard | supports=5 | candidates=33 | visual=38 tv=39 text=7 | 5.11 s
18:00:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 280/1421 | category=cardboard | supports=5 | candidates=33 | visual=36 tv=36 text=5 | 5.10 s
18:00:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 281/1421 | category=cardboard | supports=5 | candidates=35 | visual=44 tv=45 text=13 | 5.25 s
18:00:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 282/1421 | category=cardboard | supports=5 | candidates=26 | visual=32 tv=34 text=9 | 4.58 s
18:00:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 283/1421 | category=cardboard | supports=5 | candidates=27 | visual=31 tv=31 text=13 | 4.63 s
18:00:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 284/1421 | category=cardboard | supports=5 | candidates=28 | visual=30 tv=31 text=6 | 4.72 s
18:00:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 285/1421 | category=cardboard | supports=5 | candidates=22 | visual=21 tv=21 text=11 | 4.26 s
18:00:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 286/1421 | category=cardboard | supports=5 | candidates=27 | visual=39 tv=39 text=4 | 4.65 s
18:00:55 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 287/1421 | category=cardboard | supports=5 | candidates=22 | visual=23 tv=23 text=3 | 4.26 s
18:00:59 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 288/1421 | category=cardboard | supports=5 | candidates=24 | visual=37 tv=35 text=2 | 4.44 s
18:01:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 289/1421 | category=cardboard | supports=5 | candidates=33 | visual=35 tv=36 text=15 | 5.13 s
18:01:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 290/1421 | category=cardboard | supports=5 | candidates=23 | visual=29 tv=29 text=10 | 4.36 s
18:01:13 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 291/1421 | category=cardboard | supports=5 | candidates=17 | visual=17 tv=17 text=8 | 3.93 s
18:01:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 292/1421 | category=cardboard | supports=5 | candidates=22 | visual=29 tv=24 text=0 | 4.30 s
18:01:22 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 293/1421 | category=cardboard | supports=5 | candidates=33 | visual=39 tv=39 text=3 | 5.13 s
18:01:27 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 294/1421 | category=cardboard | supports=5 | candidates=29 | visual=37 tv=36 text=1 | 4.82 s
18:01:32 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 295/1421 | category=cardboard | supports=5 | candidates=19 | visual=26 tv=28 text=7 | 4.08 s
18:01:37 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 296/1421 | category=cardboard | supports=5 | candidates=31 | visual=41 tv=42 text=3 | 4.96 s
18:01:41 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 297/1421 | category=cardboard | supports=5 | candidates=26 | visual=31 tv=29 text=0 | 4.62 s
18:01:46 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 298/1421 | category=cardboard | supports=5 | candidates=27 | visual=35 tv=38 text=3 | 4.67 s
18:01:50 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 299/1421 | category=cardboard | supports=5 | candidates=17 | visual=37 tv=35 text=12 | 3.95 s
18:01:55 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 300/1421 | category=cardboard | supports=5 | candidates=29 | visual=36 tv=36 text=4 | 4.83 s
18:02:00 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 301/1421 | category=cardboard | supports=5 | candidates=33 | visual=45 tv=45 text=3 | 5.13 s
18:02:04 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 302/1421 | category=cardboard | supports=5 | candidates=12 | visual=15 tv=15 text=4 | 3.57 s
18:02:09 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 303/1421 | category=cardboard | supports=5 | candidates=28 | visual=36 tv=35 text=4 | 4.74 s
18:02:13 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 304/1421 | category=cardboard | supports=5 | candidates=17 | visual=17 tv=18 text=0 | 3.92 s
18:02:17 [INFO] [recode-waste-czvmg-fsod-yxsw] sample 305/1421 | category=cardboard | supports=5 | candidates=20 | visual=21 tv=21 text=0 | 4.14 s
